"date","receiver","sender","name","mcc","count"
"10.11.2016","GB","RO","Computer Maintenance and Programming","7379","20"
"03.10.2016","GB","SA","Charitable and Social Service Organizations","8398","54"
"12.10.2016","UA","NO","Florists","5193","4"
"23.11.2016","GB","NO","Charitable and Social Service Organizations","8398","36"
"18.11.2016","GB","IN","Charitable and Social Service Organizations","8398","162"
"06.11.2016","GB","DZ","Charitable and Social Service Organizations","8398","33"
"26.10.2016","GB","FI","Computer Maintenance and Programming","7379","22"
"13.11.2016","LV","DE","Professional and Personal Services","8999","22"
"15.11.2016","RU","BY","Dating","7273","620"
"13.11.2016","EE","LV","Telecommunication Services","4814","24"
"02.12.2016","UA","US","Computer Maintenance and Programming","7379","20"
"02.12.2016","GB","BY","Charitable and Social Service Organizations","8398","3"
"15.10.2016","RU","CA","Stores and Shops","5200","22"
"19.11.2016","GB","MD","Computer Maintenance and Programming","7379","6"
"19.09.2016","GB","PR","Charitable and Social Service Organizations","8398","4"
"29.11.2016","UA","US","Computer Maintenance and Programming","7379","18"
"25.09.2016","UA","DE","Education","8299","22"
"12.11.2016","UA","RU","Management, Consulting, and Advertising Services","7311","18"
"24.11.2016","GB","NO","Charitable and Social Service Organizations","8398","7"
"14.11.2016","UA","US","Stores and Shops","5200","14"
"22.10.2016","GB","RU","Computer Maintenance and Programming","7379","1775"
"29.11.2016","UA","CZ","Tickets and Travel","7922","9"
"12.09.2016","RU","UA","Stores and Shops","5200","10"
"26.09.2016","GB","NG","Charitable and Social Service Organizations","8398","665"
"12.10.2016","RU","FR","Professional and Personal Services","8999","20"
"27.10.2016","GB","BY","Computer Maintenance and Programming","7379","18"
"01.11.2016","LV","KZ","Professional and Personal Services","8999","54"
"22.09.2016","UA","US","Taxicabs and Limousines","4121","14"
"26.10.2016","UA","IT","Tickets and Travel","7922","1"
"01.11.2016","GB","MZ","Charitable and Social Service Organizations","8398","54"
"02.10.2016","GB","LT","Charitable and Social Service Organizations","8398","49"
"13.09.2016","GB","IL","Charitable and Social Service Organizations","8398","78"
"07.11.2016","UA","DE","Computer Maintenance and Programming","7379","4"
"16.11.2016","GB","UA","Computer Maintenance and Programming","7379","660"
"03.12.2016","UA","RU","Computer Maintenance and Programming","7379","33"
"19.09.2016","RU","AE","Education","8299","30"
"06.11.2016","UA","SE","Florists","5193","10"
"06.12.2016","UA","DE","Computer Maintenance and Programming","7379","3"
"03.10.2016","GB","ZA","Charitable and Social Service Organizations","8398","270"
"04.10.2016","RU","GE","Dating","7273","108"
"04.12.2016","UA","RU","Computer Maintenance and Programming","7379","160"
"05.10.2016","GB","UA","Computer Maintenance and Programming","7379","828"
"20.09.2016","RU","UA","Education","8299","27"
"09.11.2016","GB","MD","Computer Maintenance and Programming","7379","20"
"26.10.2016","UA","RU","Management, Consulting, and Advertising Services","7311","11"
"18.10.2016","RU","UZ","Dating","7273","2"
"28.11.2016","CZ","RU","Computer Maintenance and Programming","7379","34"
"30.09.2016","GB","JO","Computer Maintenance and Programming","7379","20"
"03.12.2016","UA","GB","Stores and Shops","5200","180"
"14.11.2016","ES","LV","Management, Consulting, and Advertising Services","7311","36"
"19.11.2016","RU","KW","Computer Maintenance and Programming","7379","28"
"19.09.2016","GB","RU","Professional and Personal Services","8999","21"
"04.10.2016","RU","DK","Computer Maintenance and Programming","7379","40"
"28.11.2016","RU","SG","Dating","7273","6"
"17.10.2016","GB","UA","Charitable and Social Service Organizations","8398","544"
"04.12.2016","UA","GB","Stores and Shops","5200","1536"
"24.09.2016","GB","KZ","Professional and Personal Services","8999","1"
"07.12.2016","RU","DE","Stores and Shops","5200","15"
"26.11.2016","GB","SC","Charitable and Social Service Organizations","8398","10"
"23.09.2016","GB","DO","Charitable and Social Service Organizations","8398","2"
"21.11.2016","RU","DE","Dating","7273","11"
"04.11.2016","GB","TW","Charitable and Social Service Organizations","8398","33"
"26.11.2016","GB","ZW","Charitable and Social Service Organizations","8398","24"
"08.12.2016","UA","RU","Taxicabs and Limousines","4121","4"
"21.11.2016","RU","KZ","Professional and Personal Services","8999","20"
"13.10.2016","GB","DE","Computer Maintenance and Programming","7379","36"
"01.12.2016","GB","US","Management, Consulting, and Advertising Services","7311","6"
"28.09.2016","GB","GR","Charitable and Social Service Organizations","8398","27"
"20.09.2016","GB","SV","Charitable and Social Service Organizations","8398","66"
"21.10.2016","UA","US","Hotels, Motels, Resorts","7011","2"
"03.11.2016","GB","MT","Charitable and Social Service Organizations","8398","70"
"07.10.2016","UA","CZ","Florists","5193","10"
"13.09.2016","UA","GB","Education","8299","50"
"03.12.2016","GB","GT","Charitable and Social Service Organizations","8398","15"
"01.11.2016","GB","KR","Charitable and Social Service Organizations","8398","24"
"27.09.2016","GB","LK","Charitable and Social Service Organizations","8398","150"
"13.09.2016","GB","BJ","Charitable and Social Service Organizations","8398","18"
"02.11.2016","GB","SK","Charitable and Social Service Organizations","8398","27"
"10.09.2016","GB","RO","Computer Maintenance and Programming","7379","36"
"06.12.2016","GB","RU","Computer Maintenance and Programming","7379","240"
"02.11.2016","GB","ZM","Charitable and Social Service Organizations","8398","81"
"30.11.2016","GB","IN","Charitable and Social Service Organizations","8398","120"
"27.11.2016","UA","RU","Computer Maintenance and Programming","7379","168"
"27.10.2016","RU","IL","Dating","7273","8"
"06.10.2016","UA","AM","Education","8299","10"
"15.10.2016","EE","RU","Telecommunication Services","4814","12"
"22.09.2016","GB","UA","Computer Maintenance and Programming","7379","498"
"02.11.2016","RU","NL","Dating","7273","20"
"02.11.2016","GB","SY","Charitable and Social Service Organizations","8398","24"
"20.09.2016","UA","IL","Computer Maintenance and Programming","7379","18"
"04.12.2016","RU","AT","Computer Maintenance and Programming","7379","10"
"31.10.2016","RU","SE","Stores and Shops","5200","7"
"08.11.2016","UA","LV","Education","8299","18"
"26.10.2016","UA","BZ","Computer Maintenance and Programming","7379","6"
"09.11.2016","UA","RU","Florists","5193","60"
"23.11.2016","UA","US","Education","8299","16"
"07.10.2016","GB","AZ","Computer Maintenance and Programming","7379","8"
"18.10.2016","GB","AR","Charitable and Social Service Organizations","8398","194"
"15.09.2016","CZ","MD","Computer Maintenance and Programming","7379","84"
"24.10.2016","GB","BY","Computer Maintenance and Programming","7379","60"
"24.09.2016","CZ","US","Computer Maintenance and Programming","7379","105"
"16.10.2016","RU","KZ","Education","8299","2"
"19.11.2016","RU","UA","Dating","7273","166"
"14.10.2016","RU","GB","Dating","7273","1"
"07.12.2016","UA","AT","Florists","5193","40"
"09.10.2016","LV","RU","Professional and Personal Services","8999","576"
"21.11.2016","RU","DK","Dating","7273","10"
"28.09.2016","GB","ID","Charitable and Social Service Organizations","8398","100"
"10.10.2016","RU","UA","Education","8299","7"
"09.10.2016","UA","AZ","Computer Maintenance and Programming","7379","8"
"07.12.2016","RU","DK","Stores and Shops","5200","4"
"04.10.2016","GB","IT","Charitable and Social Service Organizations","8398","90"
"28.11.2016","CZ","SK","Video Games","7933","18"
"12.11.2016","UA","GR","Tickets and Travel","7922","10"
"07.10.2016","GB","RO","Computer Maintenance and Programming","7379","6"
"07.11.2016","RU","US","Professional and Personal Services","8999","410"
"04.10.2016","RU","DE","Computer Maintenance and Programming","7379","16"
"12.09.2016","RU","AU","Computer Maintenance and Programming","7379","28"
"13.09.2016","GB","TG","Charitable and Social Service Organizations","8398","27"
"18.11.2016","GB","PE","Charitable and Social Service Organizations","8398","18"
"06.11.2016","RU","FR","Computer Maintenance and Programming","7379","12"
"23.09.2016","GB","JP","Computer Maintenance and Programming","7379","18"
"20.10.2016","GB","BY","Computer Maintenance and Programming","7379","30"
"30.10.2016","UA","RU","Stores and Shops","5200","24"
"14.09.2016","UA","KZ","Florists","5193","4"
"19.09.2016","GB","ES","Electronic Sales","5732","20"
"19.11.2016","UA","RU","Florists","5193","44"
"26.11.2016","UA","US","Florists","5193","54"
"16.11.2016","RU","MD","Dating","7273","5"
"04.10.2016","UA","TR","Florists","5193","45"
"12.10.2016","RU","LV","Dating","7273","45"
"30.09.2016","UA","BY","Education","8299","21"
"05.10.2016","RU","MD","Dating","7273","24"
"11.10.2016","GB","MX","Charitable and Social Service Organizations","8398","70"
"07.11.2016","LV","LT","Professional and Personal Services","8999","7"
"01.11.2016","UA","IT","Computer Maintenance and Programming","7379","10"
"12.10.2016","UA","LU","Education","8299","9"
"09.11.2016","RU","UA","Dating","7273","366"
"27.09.2016","LV","RU","Florists","5193","30"
"24.11.2016","UA","US","Education","8299","60"
"04.10.2016","UA","QA","Florists","5193","3"
"21.09.2016","RU","FR","Computer Maintenance and Programming","7379","2"
"03.12.2016","GB","HR","Computer Maintenance and Programming","7379","20"
"15.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","108"
"02.12.2016","RU","KZ","Dating","7273","1"
"05.12.2016","UA","BY","Computer Maintenance and Programming","7379","2"
"05.12.2016","GB","US","Charitable and Social Service Organizations","8398","645"
"20.11.2016","GB","MU","Charitable and Social Service Organizations","8398","18"
"04.12.2016","GB","HR","Computer Maintenance and Programming","7379","16"
"01.11.2016","GB","AO","Charitable and Social Service Organizations","8398","6"
"28.10.2016","UA","US","Florists","5193","310"
"05.12.2016","GB","CZ","Computer Maintenance and Programming","7379","2"
"30.09.2016","GB","AT","Charitable and Social Service Organizations","8398","27"
"05.12.2016","LV","GB","Professional and Personal Services","8999","4"
"20.10.2016","UA","LT","Florists","5193","20"
"26.11.2016","GB","PT","Charitable and Social Service Organizations","8398","2"
"27.09.2016","UA","CA","Florists","5193","35"
"07.12.2016","RU","EE","Dating","7273","10"
"29.11.2016","GB","GR","Charitable and Social Service Organizations","8398","24"
"20.10.2016","UA","PL","Tickets and Travel","7922","2"
"24.10.2016","RU","IL","Dating","7273","27"
"05.12.2016","RU","BG","Dating","7273","5"
"28.11.2016","GB","UZ","Charitable and Social Service Organizations","8398","21"
"26.10.2016","GB","UA","Computer Maintenance and Programming","7379","64"
"15.10.2016","UA","BE","Tickets and Travel","7922","10"
"10.10.2016","UA","IL","Computer Maintenance and Programming","7379","12"
"21.11.2016","GB","TW","Charitable and Social Service Organizations","8398","16"
"30.10.2016","UA","GB","Computer Maintenance and Programming","7379","4"
"25.10.2016","UA","TR","Computer Maintenance and Programming","7379","18"
"18.11.2016","CZ","DE","Computer Maintenance and Programming","7379","10"
"29.09.2016","EE","UA","Telecommunication Services","4814","270"
"30.10.2016","LV","BY","Professional and Personal Services","8999","1"
"28.10.2016","GB","PT","Charitable and Social Service Organizations","8398","24"
"22.10.2016","RU","PA","Computer Maintenance and Programming","7379","5"
"09.10.2016","GB","PH","Charitable and Social Service Organizations","8398","12"
"13.09.2016","LV","NO","Professional and Personal Services","8999","4"
"30.10.2016","RU","FI","Dating","7273","5"
"15.09.2016","RU","EG","Computer Maintenance and Programming","7379","6"
"18.10.2016","UA","US","Computer Maintenance and Programming","7379","15"
"22.09.2016","RU","NZ","Dating","7273","2"
"18.11.2016","UA","IL","Computer Maintenance and Programming","7379","14"
"29.09.2016","GB","EC","Charitable and Social Service Organizations","8398","72"
"26.11.2016","LV","UA","Education","8299","3"
"03.11.2016","UA","DE","Florists","5193","5"
"29.10.2016","GB","LV","Computer Maintenance and Programming","7379","14"
"18.09.2016","GB","UA","Professional and Personal Services","8999","28"
"30.09.2016","UA","EG","Education","8299","12"
"14.10.2016","LV","BG","Professional and Personal Services","8999","3"
"22.11.2016","RU","PL","Dating","7273","1"
"30.11.2016","GB","PE","Charitable and Social Service Organizations","8398","6"
"10.10.2016","GB","SV","Charitable and Social Service Organizations","8398","16"
"10.11.2016","GB","LK","Charitable and Social Service Organizations","8398","72"
"26.09.2016","UA","SE","Tickets and Travel","7922","7"
"19.10.2016","UA","HU","Tickets and Travel","7922","10"
"29.10.2016","GB","UA","Computer Maintenance and Programming","7379","162"
"16.09.2016","UA","GB","Taxicabs and Limousines","4121","1"
"25.09.2016","GB","TH","Charitable and Social Service Organizations","8398","9"
"25.10.2016","RU","NO","Stores and Shops","5200","5"
"08.12.2016","GB","ES","Computer Maintenance and Programming","7379","2"
"04.10.2016","GB","RU","Telecommunication Services","4814","22"
"01.11.2016","UA","DE","Computer Maintenance and Programming","7379","6"
"02.10.2016","CZ","RU","Computer Maintenance and Programming","7379","119"
"25.11.2016","GB","GE","Computer Maintenance and Programming","7379","66"
"08.11.2016","UA","RU","Stores and Shops","5200","9"
"07.12.2016","GB","MX","Charitable and Social Service Organizations","8398","11"
"11.10.2016","UA","CN","Computer Maintenance and Programming","7379","4"
"15.09.2016","UA","US","Computer Maintenance and Programming","7379","8"
"15.09.2016","GB","BY","Charitable and Social Service Organizations","8398","5"
"20.10.2016","RU","ES","Stores and Shops","5200","9"
"17.10.2016","GB","KE","Charitable and Social Service Organizations","8398","126"
"09.09.2016","RU","US","Professional and Personal Services","8999","10"
"06.12.2016","LV","KZ","Professional and Personal Services","8999","12"
"21.09.2016","GB","FR","Charitable and Social Service Organizations","8398","88"
"19.09.2016","RU","FI","Professional and Personal Services","8999","7"
"05.12.2016","RU","US","Computer Maintenance and Programming","7379","54"
"27.11.2016","GB","ZM","Charitable and Social Service Organizations","8398","12"
"28.09.2016","RU","BE","Stores and Shops","5200","8"
"18.10.2016","RU","BE","Dating","7273","4"
